app,metric,errorType
cdpBezierTessellation2,special_fu_utilization,No metric
cdpBezierTessellation2,global_hit_rate,No metric
cdpBezierTessellation2,shared_utilization,No metric
cdpBezierTessellation2,local_hit_rate,No metric
cdpBezierTessellation3,special_fu_utilization,No metric
cdpBezierTessellation3,global_hit_rate,No metric
cdpBezierTessellation3,shared_utilization,No metric
cdpBezierTessellation3,local_hit_rate,No metric
cdpBezierTessellation4,special_fu_utilization,No metric
cdpBezierTessellation4,global_hit_rate,No metric
cdpBezierTessellation4,shared_utilization,No metric
cdpBezierTessellation4,local_hit_rate,No metric
cdpBezierTessellation5,special_fu_utilization,No metric
cdpBezierTessellation5,global_hit_rate,No metric
cdpBezierTessellation5,shared_utilization,No metric
cdpBezierTessellation5,local_hit_rate,No metric
cdpBezierTessellation6,special_fu_utilization,No metric
cdpBezierTessellation6,global_hit_rate,No metric
cdpBezierTessellation6,shared_utilization,No metric
cdpBezierTessellation6,local_hit_rate,No metric
cdpBezierTessellation7,special_fu_utilization,No metric
cdpBezierTessellation7,global_hit_rate,No metric
cdpBezierTessellation7,shared_utilization,No metric
cdpBezierTessellation7,local_hit_rate,No metric
cdpBezierTessellation8,special_fu_utilization,No metric
cdpBezierTessellation8,global_hit_rate,No metric
cdpBezierTessellation8,shared_utilization,No metric
cdpBezierTessellation8,local_hit_rate,No metric
cdpBezierTessellation9,special_fu_utilization,No metric
cdpBezierTessellation9,global_hit_rate,No metric
cdpBezierTessellation9,shared_utilization,No metric
cdpBezierTessellation9,local_hit_rate,No metric
cdpBezierTessellation10,special_fu_utilization,No metric
cdpBezierTessellation10,global_hit_rate,No metric
cdpBezierTessellation10,shared_utilization,No metric
cdpBezierTessellation10,local_hit_rate,No metric
cdpBezierTessellation11,special_fu_utilization,No metric
cdpBezierTessellation11,global_hit_rate,No metric
cdpBezierTessellation11,shared_utilization,No metric
cdpBezierTessellation11,local_hit_rate,No metric
cdpQuadtree1,special_fu_utilization,No metric
cdpQuadtree1,global_hit_rate,No metric
cdpQuadtree1,shared_utilization,No metric
cdpQuadtree1,local_hit_rate,No metric
cdpQuadtree2,special_fu_utilization,No metric
cdpQuadtree2,global_hit_rate,No metric
cdpQuadtree2,shared_utilization,No metric
cdpQuadtree2,local_hit_rate,No metric
cdpQuadtree3,special_fu_utilization,No metric
cdpQuadtree3,global_hit_rate,No metric
cdpQuadtree3,shared_utilization,No metric
cdpQuadtree3,local_hit_rate,No metric
cdpQuadtree4,special_fu_utilization,No metric
cdpQuadtree4,global_hit_rate,No metric
cdpQuadtree4,shared_utilization,No metric
cdpQuadtree4,local_hit_rate,No metric
cdpQuadtree5,special_fu_utilization,No metric
cdpQuadtree5,global_hit_rate,No metric
cdpQuadtree5,shared_utilization,No metric
cdpQuadtree5,local_hit_rate,No metric
cdpQuadtree6,special_fu_utilization,No metric
cdpQuadtree6,global_hit_rate,No metric
cdpQuadtree6,shared_utilization,No metric
cdpQuadtree6,local_hit_rate,No metric
cdpQuadtree7,special_fu_utilization,No metric
cdpQuadtree7,global_hit_rate,No metric
cdpQuadtree7,shared_utilization,No metric
cdpQuadtree7,local_hit_rate,No metric
cdpQuadtree8,special_fu_utilization,No metric
cdpQuadtree8,global_hit_rate,No metric
cdpQuadtree8,shared_utilization,No metric
cdpQuadtree8,local_hit_rate,No metric
cdpQuadtree9,special_fu_utilization,No metric
cdpQuadtree9,global_hit_rate,No metric
cdpQuadtree9,shared_utilization,No metric
cdpQuadtree9,local_hit_rate,No metric
cdpQuadtree10,special_fu_utilization,No metric
cdpQuadtree10,global_hit_rate,No metric
cdpQuadtree10,shared_utilization,No metric
cdpQuadtree10,local_hit_rate,No metric
cfd1,special_fu_utilization,No metric
cfd1,global_hit_rate,No metric
cfd1,shared_utilization,No metric
cfd1,local_hit_rate,No metric
cfd2,special_fu_utilization,No metric
cfd2,global_hit_rate,No metric
cfd2,shared_utilization,No metric
cfd2,local_hit_rate,No metric
cfd3,special_fu_utilization,No metric
cfd3,global_hit_rate,No metric
cfd3,shared_utilization,No metric
cfd3,local_hit_rate,No metric
convolutionFFT2D1,special_fu_utilization,No metric
convolutionFFT2D1,global_hit_rate,No metric
convolutionFFT2D1,shared_utilization,No metric
convolutionFFT2D1,local_hit_rate,No metric
convolutionFFT2D2,special_fu_utilization,No metric
convolutionFFT2D2,global_hit_rate,No metric
convolutionFFT2D2,shared_utilization,No metric
convolutionFFT2D2,local_hit_rate,No metric
convolutionFFT2D4,special_fu_utilization,No metric
convolutionFFT2D4,global_hit_rate,No metric
convolutionFFT2D4,shared_utilization,No metric
convolutionFFT2D4,local_hit_rate,No metric
convolutionFFT2D8,special_fu_utilization,No metric
convolutionFFT2D8,global_hit_rate,No metric
convolutionFFT2D8,shared_utilization,No metric
convolutionFFT2D8,local_hit_rate,No metric
convolutionSeparable1,special_fu_utilization,No metric
convolutionSeparable1,global_hit_rate,No metric
convolutionSeparable1,shared_utilization,No metric
convolutionSeparable1,local_hit_rate,No metric
convolutionSeparable2,special_fu_utilization,No metric
convolutionSeparable2,global_hit_rate,No metric
convolutionSeparable2,shared_utilization,No metric
convolutionSeparable2,local_hit_rate,No metric
convolutionSeparable3,special_fu_utilization,No metric
convolutionSeparable3,global_hit_rate,No metric
convolutionSeparable3,shared_utilization,No metric
convolutionSeparable3,local_hit_rate,No metric
convolutionSeparable4,special_fu_utilization,No metric
convolutionSeparable4,global_hit_rate,No metric
convolutionSeparable4,shared_utilization,No metric
convolutionSeparable4,local_hit_rate,No metric
convolutionSeparable5,special_fu_utilization,No metric
convolutionSeparable5,global_hit_rate,No metric
convolutionSeparable5,shared_utilization,No metric
convolutionSeparable5,local_hit_rate,No metric
convolutionSeparable6,special_fu_utilization,No metric
convolutionSeparable6,global_hit_rate,No metric
convolutionSeparable6,shared_utilization,No metric
convolutionSeparable6,local_hit_rate,No metric
convolutionSeparable7,special_fu_utilization,No metric
convolutionSeparable7,global_hit_rate,No metric
convolutionSeparable7,shared_utilization,No metric
convolutionSeparable7,local_hit_rate,No metric
convolutionSeparable8,special_fu_utilization,No metric
convolutionSeparable8,global_hit_rate,No metric
convolutionSeparable8,shared_utilization,No metric
convolutionSeparable8,local_hit_rate,No metric
convolutionSeparable9,special_fu_utilization,No metric
convolutionSeparable9,global_hit_rate,No metric
convolutionSeparable9,shared_utilization,No metric
convolutionSeparable9,local_hit_rate,No metric
corr1,special_fu_utilization,No metric
corr1,global_hit_rate,No metric
corr1,gst_efficiency,Internal profiling error
corr1,gst_requested_throughput,Internal profiling error
corr1,gld_efficiency,Internal profiling error
corr1,shared_utilization,No metric
corr1,local_hit_rate,No metric
corr1,local_memory_overhead,Internal profiling error
corr2,special_fu_utilization,No metric
corr2,local_load_transactions_per_request,Internal profiling error
corr2,global_hit_rate,No metric
corr2,gst_efficiency,Internal profiling error
corr2,gst_requested_throughput,Internal profiling error
corr2,gld_efficiency,Internal profiling error
corr2,shared_utilization,No metric
corr2,local_hit_rate,No metric
corr2,local_memory_overhead,Internal profiling error
corr2,gst_throughput,Internal profiling error
corr3,special_fu_utilization,No metric
corr3,local_load_transactions_per_request,Internal profiling error
corr3,gld_transactions_per_request,Internal profiling error
corr3,global_hit_rate,No metric
corr3,gst_efficiency,Internal profiling error
corr3,gst_requested_throughput,Internal profiling error
corr3,gld_efficiency,Internal profiling error
corr3,shared_utilization,No metric
corr3,local_hit_rate,No metric
corr3,local_memory_overhead,Internal profiling error
corr3,gst_throughput,Internal profiling error
corr3,shared_efficiency,Internal profiling error
corr4,special_fu_utilization,No metric
corr4,local_load_transactions_per_request,Internal profiling error
corr4,gld_transactions_per_request,Internal profiling error
corr4,global_hit_rate,No metric
corr4,gst_efficiency,Internal profiling error
corr4,gst_requested_throughput,Internal profiling error
corr4,gld_efficiency,Internal profiling error
corr4,shared_utilization,No metric
corr4,local_hit_rate,No metric
corr4,gst_transactions_per_request,Internal profiling error
corr4,local_memory_overhead,Internal profiling error
corr4,gst_throughput,Internal profiling error
corr4,shared_efficiency,Internal profiling error
corr5,special_fu_utilization,No metric
corr5,local_load_transactions_per_request,Internal profiling error
corr5,gld_transactions_per_request,Internal profiling error
corr5,global_hit_rate,No metric
corr5,gst_efficiency,Internal profiling error
corr5,ldst_fu_utilization,overflowed
corr5,tex_fu_utilization,overflowed
corr5,gst_requested_throughput,Internal profiling error
corr5,gld_efficiency,Internal profiling error
corr5,sm_efficiency,overflowed
corr5,shared_utilization,No metric
corr5,local_hit_rate,No metric
corr5,gst_transactions_per_request,Internal profiling error
corr5,local_memory_overhead,Internal profiling error
corr5,gst_throughput,Internal profiling error
corr5,shared_efficiency,Internal profiling error
corr5,eligible_warps_per_cycle,overflowed
corr7,special_fu_utilization,No metric
corr7,l2_tex_read_hit_rate,Error 2
corr7,inst_replay_overhead,Error 2
corr7,local_load_transactions_per_request,Internal profiling error
corr7,gld_transactions_per_request,Internal profiling error
corr7,global_hit_rate,No metric
corr7,gst_efficiency,Internal profiling error
corr7,stall_other,Error 2
corr7,atomic_transactions_per_request,Error 2
corr7,tex_cache_throughput,Error 2
corr7,ldst_fu_utilization,Error 2
corr7,tex_cache_hit_rate,Error 2
corr7,l2_write_throughput,Error 2
corr7,tex_fu_utilization,Error 2
corr7,gst_requested_throughput,Internal profiling error
corr7,gld_efficiency,Internal profiling error
corr7,stall_exec_dependency,Error 2
corr7,sm_efficiency,Error 2
corr7,shared_utilization,No metric
corr7,local_hit_rate,No metric
corr7,gst_transactions_per_request,Error 2
corr7,local_memory_overhead,Error 2
corr7,stall_constant_memory_dependency,Error 2
corr7,local_load_throughput,Error 2
corr7,gst_throughput,Internal profiling error
corr7,l2_tex_read_throughput,Error 2
corr7,l2_read_throughput,Error 2
corr7,sysmem_write_throughput,Error 2
corr7,shared_efficiency,Error 2
corr7,eligible_warps_per_cycle,Error 2
cp1,special_fu_utilization,No metric
cp1,global_hit_rate,No metric
cp1,shared_utilization,No metric
cp1,local_hit_rate,No metric
cp2,special_fu_utilization,No metric
cp2,global_hit_rate,No metric
cp2,shared_utilization,No metric
cp2,local_hit_rate,No metric
cp3,special_fu_utilization,No metric
cp3,global_hit_rate,No metric
cp3,shared_utilization,No metric
cp3,local_hit_rate,No metric
cp4,special_fu_utilization,No metric
cp4,global_hit_rate,No metric
cp4,shared_utilization,No metric
cp4,local_hit_rate,No metric
cp5,special_fu_utilization,No metric
cp5,global_hit_rate,No metric
cp5,shared_utilization,No metric
cp5,local_hit_rate,No metric
cp6,special_fu_utilization,No metric
cp6,global_hit_rate,No metric
cp6,shared_utilization,No metric
cp6,local_hit_rate,No metric
cp7,special_fu_utilization,No metric
cp7,global_hit_rate,No metric
cp7,shared_utilization,No metric
cp7,local_hit_rate,No metric
cp8,special_fu_utilization,No metric
cp8,global_hit_rate,No metric
cp8,shared_utilization,No metric
cp8,local_hit_rate,No metric
cp9,special_fu_utilization,No metric
cp9,global_hit_rate,No metric
cp9,shared_utilization,No metric
cp9,local_hit_rate,No metric
cp10,special_fu_utilization,No metric
cp10,global_hit_rate,No metric
cp10,shared_utilization,No metric
cp10,local_hit_rate,No metric
cutcp1,special_fu_utilization,No metric
cutcp1,global_hit_rate,No metric
cutcp1,shared_utilization,No metric
cutcp1,local_hit_rate,No metric
cutcp2,special_fu_utilization,No metric
cutcp2,global_hit_rate,No metric
cutcp2,shared_utilization,No metric
cutcp2,local_hit_rate,No metric
dct8x81,special_fu_utilization,No metric
dct8x81,global_hit_rate,No metric
dct8x81,shared_utilization,No metric
dct8x81,local_hit_rate,No metric
dct8x82,special_fu_utilization,No metric
dct8x82,global_hit_rate,No metric
dct8x82,shared_utilization,No metric
dct8x82,local_hit_rate,No metric
dct8x83,special_fu_utilization,No metric
dct8x83,global_hit_rate,No metric
dct8x83,shared_utilization,No metric
dct8x83,local_hit_rate,No metric
dct8x84,special_fu_utilization,No metric
dct8x84,global_hit_rate,No metric
dct8x84,shared_utilization,No metric
dct8x84,local_hit_rate,No metric
dct8x85,special_fu_utilization,No metric
dct8x85,global_hit_rate,No metric
dct8x85,shared_utilization,No metric
dct8x85,local_hit_rate,No metric
dct8x86,special_fu_utilization,No metric
dct8x86,global_hit_rate,No metric
dct8x86,shared_utilization,No metric
dct8x86,local_hit_rate,No metric
dct8x87,special_fu_utilization,No metric
dct8x87,global_hit_rate,No metric
dct8x87,shared_utilization,No metric
dct8x87,local_hit_rate,No metric
dct8x88,special_fu_utilization,No metric
dct8x88,global_hit_rate,No metric
dct8x88,shared_utilization,No metric
dct8x88,local_hit_rate,No metric
dct8x89,special_fu_utilization,No metric
dct8x89,global_hit_rate,No metric
dct8x89,shared_utilization,No metric
dct8x89,local_hit_rate,No metric
dct8x810,special_fu_utilization,No metric
dct8x810,global_hit_rate,No metric
dct8x810,shared_utilization,No metric
dct8x810,local_hit_rate,No metric
dwt2d1,special_fu_utilization,No metric
dwt2d1,global_hit_rate,No metric
dwt2d1,shared_utilization,No metric
dwt2d1,local_hit_rate,No metric
dwt2d2,special_fu_utilization,No metric
dwt2d2,global_hit_rate,No metric
dwt2d2,shared_utilization,No metric
dwt2d2,local_hit_rate,No metric
