,y_index,predict
639,639,0
640,640,0
641,641,0
642,642,0
643,643,0
644,644,0
645,645,0
646,646,0
647,647,0
648,648,0
649,649,0
650,650,0
651,651,0
652,652,0
653,653,1
654,654,1
655,655,0
656,656,0
657,657,1
658,658,1
659,659,0
660,660,0
661,661,0
662,662,1
663,663,0
664,664,0
665,665,1
666,666,0
667,667,0
668,668,0
669,669,0
670,670,0
671,671,0
672,672,0
673,673,0
674,674,0
675,675,0
676,676,0
677,677,0
678,678,0
679,679,1
680,680,0
681,681,0
682,682,1
683,683,0
684,684,1
685,685,1
686,686,1
687,687,1
688,688,1
689,689,1
690,690,1
691,691,1
692,692,1
693,693,1
694,694,1
695,695,1
696,696,1
697,697,1
698,698,1
699,699,1
700,700,1
701,701,1
702,702,1
703,703,1
704,704,1
705,705,1
706,706,1
707,707,1
708,708,1
709,709,1
710,710,1
711,711,1
712,712,1
713,713,1
714,714,1
715,715,1
716,716,1
717,717,1
718,718,1
719,719,1
720,720,1
721,721,1
722,722,1
723,723,1
724,724,1
725,725,1
726,726,1
727,727,1
728,728,1
729,729,1
730,730,1
731,731,1
732,732,1
733,733,1
734,734,1
735,735,1
736,736,1
737,737,1
738,738,1
739,739,1
740,740,1
741,741,1
742,742,1
743,743,1
744,744,1
745,745,1
746,746,1
747,747,1
748,748,1
749,749,1
750,750,1
751,751,1
752,752,1
753,753,1
754,754,1
755,755,1
756,756,1
757,757,1
758,758,1
759,759,1
760,760,1
761,761,1
762,762,1
763,763,1
764,764,1
765,765,1
766,766,1
767,767,1
768,768,1
769,769,1
770,770,1
771,771,1
772,772,1
773,773,1
774,774,1
775,775,1
776,776,1
777,777,1
778,778,1
779,779,1
780,780,1
781,781,1
782,782,1
783,783,1
784,784,1
785,785,1
786,786,1
787,787,1
788,788,1
789,789,1
790,790,1
791,791,1
792,792,1
793,793,1
794,794,1
795,795,1
796,796,1
797,797,1
798,798,1
799,799,1
800,800,1
801,801,1
802,802,1
803,803,1
804,804,1
805,805,1
806,806,1
807,807,1
808,808,1
809,809,1
810,810,1
811,811,1
812,812,1
813,813,1
814,814,1
815,815,1
816,816,1
817,817,1
818,818,1
819,819,1
820,820,1
821,821,1
822,822,1
823,823,1
824,824,1
825,825,1
826,826,1
827,827,1
828,828,1
829,829,1
830,830,1
831,831,1
832,832,1
833,833,1
834,834,1
835,835,1
836,836,1
837,837,1
838,838,1
839,839,1
840,840,1
841,841,1
842,842,1
843,843,1
844,844,1
845,845,1
846,846,1
847,847,1
848,848,1
849,849,1
850,850,1
851,851,1
852,852,1
