recursiveGaussian,6,recursiveGaussian,-image=./data/sample0.ppm
recursiveGaussian,7,recursiveGaussian,-image=./data/sample1.ppm
recursiveGaussian,8,recursiveGaussian,-image=./data/sample2.ppm
recursiveGaussian,9,recursiveGaussian,-image=./data/sample3.ppm
recursiveGaussian,10,recursiveGaussian,-image=./data/sample4.ppm
recursiveGaussian,11,recursiveGaussian,-image=./data/sample5.ppm
recursiveGaussian,12,recursiveGaussian,-image=./data/sample6.ppm
recursiveGaussian,13,recursiveGaussian,-image=./data/sample7.ppm
recursiveGaussian,14,recursiveGaussian,-image=./data/sample8.ppm
reduction,1,reduction,-n=16777216 -type=int
reduction,2,reduction,-n=16777216 -type=float
reduction,3,reduction,-n=16777216 -type=double
reduction,4,reduction,-n=16777216 -type=int -kernel=5
reduction,5,reduction,-n=16777216 -type=float -kernel=5
reduction,6,reduction,-n=16777216 -type=double -kernel=5
reduction,7,reduction,-n=16777216 -type=int -kernel=4
reduction,8,reduction,-n=33554432 -type=float -kernel=4
reduction,9,reduction,-n=33554432 -type=double -kernel=4
reduction,10,reduction,-n=33554432 -type=int 
reduction,11,reduction,-n=33554432 -type=float
reduction,12,reduction,-n=33554432 -type=double
reductionMultiBlockCG,1,reductionMultiBlockCG, -n=16777216
reductionMultiBlockCG,2,reductionMultiBlockCG, -n=33554432
reductionMultiBlockCG,3,reductionMultiBlockCG, -n=20000000
reductionMultiBlockCG,4,reductionMultiBlockCG, -n=30000000
reductionMultiBlockCG,5,reductionMultiBlockCG, -n=40000000
reductionMultiBlockCG,6,reductionMultiBlockCG, -n=25000000
reductionMultiBlockCG,7,reductionMultiBlockCG, -n=35000000
reductionMultiBlockCG,8,reductionMultiBlockCG, -n=51200000
reductionMultiBlockCG,9,reductionMultiBlockCG, -n=50000000
s3d,1,s3d, -s 2 -n 1000 -q
s3d,2,s3d, -s 3 -n 1000 -q
s3d,3,s3d, -s 4 -n 1000 -q
s3d,4,s3d, -s 2 -n 2000 -q
s3d,5,s3d, -s 3 -n 2000 -q
s3d,6,s3d, -s 4 -n 2000 -q
s3d,7,s3d, -s 2 -n 4000 -q
s3d,8,s3d, -s 3 -n 4000 -q
s3d,9,s3d, -s 4 -n 4000 -q
s3d,10,s3d, -s 2 -n 5000 -q
s3d,11,s3d, -s 3 -n 5000 -q
s3d,12,s3d, -s 4 -n 5000 -q
sad,13,sad,reference.bin frame.bin
scalarProd,1,scalarProd,512
scalarProd,2,scalarProd,1024
scalarProd,3,scalarProd,2048
scalarProd,4,scalarProd,4096
scalarProd,5,scalarProd,8192
scalarProd,6,scalarProd,16284
scalarProd,7,scalarProd,5000
scalarProd,8,scalarProd,6000
scalarProd,9,scalarProd,6144
scalarProd,10,scalarProd,7168
scan,1,scan,13
scan,2,scan,128
scan,3,scan,80
scan,4,scan,64
scan,5,scan,32
scan,6,scan,48
scan,7,scan,96
scan,8,scan,100
scan,9,scan,120
scan,10,scan,72
sgemm,1,sgemm,matrix1.txt matrix1t.txt out.txt
sgemm,2,sgemm,matrix2.txt matrix2t.txt out.txt
segmentationTreeThrust,1,segmentationTreeThrust,-file=./level_00.ppm
segmentationTreeThrust,2,segmentationTreeThrust,-file=./level_01.ppm
segmentationTreeThrust,3,segmentationTreeThrust,-file=./level_02.ppm
segmentationTreeThrust,4,segmentationTreeThrust,-file=./level_03.ppm
segmentationTreeThrust,5,segmentationTreeThrust,-file=./level_04.ppm
segmentationTreeThrust,6,segmentationTreeThrust,-file=./level_05.ppm
segmentationTreeThrust,7,segmentationTreeThrust,-file=./level_06.ppm
segmentationTreeThrust,8,segmentationTreeThrust,-file=./level_07.ppm
segmentationTreeThrust,9,segmentationTreeThrust,-file=./level_08.ppm
segmentationTreeThrust,10,segmentationTreeThrust,-file=./level_09.ppm
segmentationTreeThrust,11,segmentationTreeThrust,-file=./sample8.ppm
shfl_scan,1,shfl_scan, 65536 
shfl_scan,2,shfl_scan, 131072 
shfl_scan,3,shfl_scan, 262144 
shfl_scan,4,shfl_scan, 524288 
shfl_scan,5,shfl_scan, 100000 
shfl_scan,6,shfl_scan, 200000 
shfl_scan,7,shfl_scan, 300000 
shfl_scan,8,shfl_scan, 400000 
shfl_scan,9,shfl_scan, 500000 
shfl_scan,10,shfl_scan, 600000 
shfl_scan,11,shfl_scan, 700000
shfl_scan,12,shfl_scan, 800000 
simpleHyperQ,1,simpleHyperQ,-nstreams=32
simpleHyperQ,2,simpleHyperQ,-nstreams=64
simpleHyperQ,3,simpleHyperQ,-nstreams=128
simpleHyperQ,4,simpleHyperQ,-nstreams=256
simpleHyperQ,5,simpleHyperQ,-nstreams=60
simpleHyperQ,6,simpleHyperQ,-nstreams=70
simpleHyperQ,7,simpleHyperQ,-nstreams=80
simpleHyperQ,8,simpleHyperQ,-nstreams=90
simpleHyperQ,9,simpleHyperQ,-nstreams=100
simpleHyperQ,10,simpleHyperQ,-nstreams=50
sortingNetworks,1,sortingNetworks,1
sortingNetworks,2,sortingNetworks,2
sortingNetworks,3,sortingNetworks,3
sortingNetworks,4,sortingNetworks,4
sortingNetworks,5,sortingNetworks,5
sortingNetworks,6,sortingNetworks,6
sortingNetworks,7,sortingNetworks,7
sortingNetworks,8,sortingNetworks,8
sortingNetworks,9,sortingNetworks,9
sortingNetworks,10,sortingNetworks,10
StreamPriorities,1,StreamPriorities,256
StreamPriorities,2,StreamPriorities,512
StreamPriorities,3,StreamPriorities,1024
StreamPriorities,4,StreamPriorities,300
StreamPriorities,5,StreamPriorities,320
StreamPriorities,6,StreamPriorities,400
StreamPriorities,7,StreamPriorities,480
StreamPriorities,8,StreamPriorities,520
StreamPriorities,9,StreamPriorities,600
StreamPriorities,10,StreamPriorities,640
StreamPriorities,11,StreamPriorities,800
sp,1,nsp,input/random-16800-4000-3.cnf 3
sp,2,nsp,input/archive/random-42000-10000-3.cnf 3
sp,3,nsp,input/archive/random-42000-10000-5.cnf 5
sp,4,nsp,input/archive/random-42-10-3.cnf 3
spmv,1,spmv,bcsstk18.mtx vector.bin
spmv,2,spmv,1138_bus.mtx vector.bin
srad,1,srad,100 0.5 502 458
srad,2,srad,200 0.5 502 458
srad,3,srad,100 0.5 1920 1080
srad,4,srad,200 0.5 1920 1080
srad,5,srad,100 0.5 1920 1920
srad,6,srad,200 0.5 1920 1920
srad,7,srad,100 0.5 3840 1920
srad,8,srad,200 0.5 3840 1920
srad,9,srad,100 0.5 1024 1024
srad,10,srad,200 0.5 1024 1024
sssp,1,sssp,USA-road-d.NY.gr
stencil,1,stencil,128x128x32.bin 128 128 32 100
stencil,2,stencil,512x512x64x100.bin 512 512 64 100
streamcluster,1,streamcluster,10 20 256 65536 65536 1000 none output.txt 1
streamcluster,2,streamcluster,10 20 256 65536 131072 1000 none output.txt 1
streamcluster,3,streamcluster,10 20 256 65536 262144 1000 none output.txt 1
streamcluster,4,streamcluster,10 20 256 65536 524288 1000 none output.txt 1
streamcluster,5,streamcluster,10 40 256 65536 65536 1000 none output.txt 1
streamcluster,6,streamcluster,10 40 256 65536 131072 1000 none output.txt 1
streamcluster,7,streamcluster,20 50 256 65536 262144 1000 none output.txt 1
streamcluster,8,streamcluster,20 50 256 65536 524288 1000 none output.txt 1
streamcluster,9,streamcluster,10 20 256 131072 131072 1000 none output.txt 1
streamcluster,10,streamcluster,10 20 256 131072 262144 1000 none output.txt 1
streamcluster,11,streamcluster,10 20 256 131072 524288 1000 none output.txt 1
syr2k,1,syr2k2048 ,
syr2k,2,syr2k4096 ,
syr2k,3,syr2k1024 ,
syr2k,4,syr2k2000 ,
syr2k,5,syr2k4000 ,
syr2k,6,syr2k6000 ,
syr2k,7,syr2k8000 ,
syr2k,8,syr2k10000 ,
syr2k,9,syr2k3000 ,
syr2k,10,syr2k5000,
syrk,1,syrk2048 ,
syrk,2,syrk4096 ,
syrk,3,syrk1024 ,
syrk,4,syrk2000 ,
syrk,5,syrk4000 ,
syrk,6,syrk6000 ,
syrk,7,syrk8000 ,
syrk,8,syrk10000 ,
syrk,9,syrk3000 ,
syrk,10,syrk5000,
threadFenceReduction,1,threadFenceReduction, -n=16777216
threadFenceReduction,2,threadFenceReduction, -n=33554432
threadFenceReduction,3,threadFenceReduction, -n=20000000
threadFenceReduction,4,threadFenceReduction, -n=30000000
threadFenceReduction,5,threadFenceReduction, -n=40000000
threadFenceReduction,6,threadFenceReduction, -n=25000000
threadFenceReduction,7,threadFenceReduction, -n=35000000
threadFenceReduction,8,threadFenceReduction, -n=51200000
threadFenceReduction,9,threadFenceReduction, -n=50000000
tpacf,1,tpacf,Datapnts.1 -n 100 -p 4096
tpacf,2,tpacf,Datapnts.1 -n 100 -p 8192
tpacf,3,tpacf,Datapnts.1 -n 1000 -p 4096
tpacf,4,tpacf,Datapnts.1 -n 1000 -p 8192
tpacf,5,tpacf,Datapnts.1 -n 100 -p 16384
tpacf,6,tpacf,Datapnts.1 -n 200 -p 16384
tpacf,7,tpacf,Datapnts.1 -n 1000 -p 40960
tpacf,8,tpacf,Datapnts.1 -n 200 -p 40960
tpacf,9,tpacf,Datapnts.1 -n 3000 -p 40960
transpose,1,transpose,-dimX=1024 -dimY=1024
transpose,2,transpose,-dimX=2048 -dimY=2048
transpose,3,transpose,-dimX=4096 -dimY=4096
transpose,4,transpose,-dimX=8192 -dimY=8192
transpose,5,transpose,-dimX=16384 -dimY=16384
transpose,6,transpose,-dimX=4000 -dimY=4000
transpose,7,transpose,-dimX=5120 -dimY=5120
transpose,8,transpose,-dimX=10000 -dimY=10000
transpose,9,transpose,-dimX=8000 -dimY=8000
transpose,10,transpose,-dimX=6000 -dimY=6000
CoMD,1,bin/CoMD-cuda,-e -x 64 -y 64 -z 64
CoMD,2,bin/CoMD-cuda,-e -x 32 -y 32 -z 32
CoMD,3,bin/CoMD-cuda,-e -x 40 -y 40 -z 40
CoMD,4,bin/CoMD-cuda,-e -x 48 -y 48 -z 48
CoMD,5,bin/CoMD-cuda,-e -x 56 -y 56 -z 56
CoMD,6,bin/CoMD-cuda,-e -x 72 -y 72 -z 72
CoMD,7,bin/CoMD-cuda,-e -x 80 -y 80 -z 80
